id,type,source,target,dataset
relationship--15cde143-4ede-475f-9b8c-813d6c23083a,uses,malware--1dac60f2-7d53-4a3e-95d1-cb2e875d5491,attack-pattern--7bc57495-ea59-4380-be31-a64af124ef18,enterprise
relationship--15d01a81-5d77-4373-81d0-8962e708ad20,uses,malware--8c050cea-86e1-4b63-bf21-7af4fa483349,attack-pattern--09a60ea3-a8d1-4ae5-976e-5783248b72a4,enterprise
relationship--15d1633f-ac92-4dbd-a40d-408629d9df49,uses,malware--16662bee-9d15-4564-a128-1fce214866e9,attack-pattern--6495ae23-3ab4-43c5-a94f-5638a2c31fd2,enterprise
relationship--15d39425-c748-442e-a8d0-de8ab3668cdd,uses,intrusion-set--18854f55-ac7c-4634-bd9a-352dd07613b7,malware--56f46b17-8cfa-46c0-b501-dd52fef394e2,enterprise
relationship--15d668bc-9f10-49eb-8ed1-dfc82b8b8a62,uses,intrusion-set--7eda3dd8-b09b-4705-8090-c2ad9fb8c14d,malware--f9b05f33-d45d-4e4d-aafe-c208d38a0080,enterprise
relationship--15d6c37f-f34f-4431-b73c-0a1f0f64e37a,uses,malware--592260fb-dd5c-4a30-8d99-106a0485be0d,attack-pattern--4eeaf8a9-c86b-4954-a663-9555fb406466,enterprise
relationship--15d75abf-f6e1-4e86-8acb-6461958fdbac,uses,malware--32066e94-3112-48ca-b9eb-ba2b59d2f023,attack-pattern--b97f1d35-4249-4486-a6b5-ee60ccf24fab,enterprise
relationship--15d87b47-837d-4f62-9d78-4ec092c111d2,uses,intrusion-set--3753cc21-2dae-4dfb-8481-d004e74502cc,attack-pattern--2db31dcd-54da-405d-acef-b9129b816ed6,enterprise
relationship--15e25965-b5e9-4b8c-b052-8a2233b30198,uses,campaign--0257b35b-93ef-4a70-80dd-ad5258e6045b,attack-pattern--d63a3fb8-9452-4e9d-a60a-54be68d5998c,enterprise
relationship--15e5a285-2177-462f-bd40-bc68347efcaf,uses,malware--a19c1197-9414-46e3-986f-0f609ff4a46b,attack-pattern--707399d6-ab3e-4963-9315-d9d3818cd6a0,enterprise
relationship--15e5da78-6475-426e-acd0-09f8a59ca0bb,uses,malware--f464354c-7103-47c6-969b-8766f0157ed2,attack-pattern--01a5a209-b94c-450b-b7f9-946497d91055,enterprise
relationship--15e5ddeb-ad28-44c0-a7a7-0fe69e05456d,uses,malware--a5575606-9b85-4e3d-9cd2-40ef30e3672d,attack-pattern--2acf44aa-542f-4366-b4eb-55ef5747759c,enterprise
relationship--15e815c2-ab92-4490-b0ba-f94dddfe8b01,mitigates,course-of-action--b9f0c069-abbe-4a07-a245-2481219a1463,attack-pattern--d4dc46e3-5ba5-45b9-8204-010867cacfcb,enterprise
relationship--15ec2486-936e-4bb0-8265-84ba20491c05,uses,intrusion-set--8c1f0187-0826-4320-bddc-5f326cfcfe2c,attack-pattern--359b00ad-9425-420b-bba5-6de8d600cbc0,enterprise
relationship--15f40e8e-7ddd-47f8-a11d-fbebc2c4d3fa,uses,malware--5faaf81a-aa5b-4a4b-bae5-522439e068f8,attack-pattern--f4599aa0-4f85-4a32-80ea-fc39dc965945,enterprise
relationship--15f74597-d92d-406f-9941-c0dfef3cb609,uses,tool--03342581-f790-4f03-ba41-e82e67392e23,attack-pattern--25659dd6-ea12-45c4-97e6-381e3e4b593e,enterprise
relationship--15fb0728-9973-4ce4-b0d9-2c177be952c7,subtechnique-of,attack-pattern--5372c5fe-f424-4def-bcd5-d3a8e770f07b,attack-pattern--3d333250-30e4-4a82-9edc-756c68afc529,enterprise
relationship--15fd646c-172b-4458-945a-69a07a5648bb,uses,campaign--4553292d-12c6-4a93-934d-12160370d4e0,attack-pattern--7bc57495-ea59-4380-be31-a64af124ef18,enterprise
relationship--15fe2d8e-9a4e-433e-9dca-d7329e7ca846,uses,tool--afc079f3-c0ea-4096-b75d-3f05338b7f60,attack-pattern--564998d8-ab3e-4123-93fb-eccaa6b9714a,enterprise
relationship--15fed5d5-3e2b-43c6-808d-5198af11f1e6,uses,malware--2683fde8-1dc4-415c-94bd-9bb95cc5b7ff,attack-pattern--a1df809c-7d0e-459f-8fe5-25474bab770b,enterprise
relationship--16043223-3846-4138-93d0-671339ba3646,uses,malware--53cf6cc4-65aa-445a-bcf8-c3d296f8a7a2,attack-pattern--8f4a33ec-8b1f-4b80-a2f6-642b2e479580,enterprise
relationship--160a52b3-8acd-4f19-810f-ac4ce96319d3,uses,malware--12a7450d-b03e-4990-a5b8-b405ab9c803b,attack-pattern--232a7e42-cd6e-4902-8fe9-2960f529dd4d,enterprise
relationship--160d9be2-967e-4116-9c75-44b5b0a8927b,uses,malware--088f1d6e-0783-47c6-9923-9c79b2af43d4,attack-pattern--143c0cbb-a297-4142-9624-87ffc778980b,enterprise
relationship--160fe071-f28f-47c3-a87c-e7cfc9e72f31,uses,malware--28d93902-30e7-4436-8885-6d312c51c9a3,attack-pattern--3489cfc5-640f-4bb3-a103-9137b97de79f,enterprise
relationship--161225df-de21-4715-b4f3-c324c05ff590,uses,intrusion-set--00f67a77-86a4-4adf-be26-1a54fc713340,attack-pattern--d63a3fb8-9452-4e9d-a60a-54be68d5998c,enterprise
relationship--1617d3d7-77c9-4a6b-bdd6-8914e0890495,uses,malware--b8d48deb-450c-44f6-a934-ac8765aa89cb,attack-pattern--1c4e5d32-1fe9-4116-9d9d-59e3925bd6a2,enterprise
relationship--161c58eb-29d7-4de3-aca8-3bda085f19a3,uses,intrusion-set--a0cb9370-e39b-44d5-9f50-ef78e412b973,attack-pattern--3c4a2599-71ee-4405-ba1e-0e28414b4bc5,enterprise
relationship--1628074c-99e3-42b3-bea9-85c7fe6a6bb8,subtechnique-of,attack-pattern--0f2c410d-d740-4ed9-abb1-b8f4a7faf6c3,attack-pattern--b6301b64-ef57-4cce-bb0b-77026f14a8db,enterprise
relationship--1628f41f-4941-40d7-a11c-1f345925ab6e,uses,malware--295721d2-ee20-4fa3-ade3-37f4146b4570,attack-pattern--970a3432-3237-47ad-bcca-7d8cbb217736,enterprise
relationship--162a051d-a551-4b8c-875a-75264768e541,uses,malware--9ea525fa-b0a9-4dde-84f2-bcea0137b3c1,attack-pattern--2959d63f-73fd-46a1-abd2-109d7dcede32,enterprise
relationship--1631a8e5-36e6-4468-9ed6-48df1138461c,uses,malware--051eaca1-958f-4091-9e5f-a9acd8f820b5,attack-pattern--53ac20cd-aca3-406e-9aa0-9fc7fdc60a5a,enterprise
relationship--1631ddf9-4cce-458f-870d-94dd2e83dbf2,uses,malware--15c7bcdb-23e1-4ce3-81a7-b109b4d2a4f1,attack-pattern--005cc321-08ce-4d17-b1ea-cb5275926520,enterprise
relationship--1632dc5e-5ec9-4c93-9fc3-e4496879dfab,uses,malware--2c9d23e7-bfd6-4e23-a512-aee3bc1474f4,attack-pattern--e6919abc-99f9-4c6c-95a5-14761e7b2add,enterprise
relationship--1637c874-852e-4ab9-b6e0-2c855da74ef0,uses,intrusion-set--b2e34388-6938-4c59-a702-80dc219e15e3,attack-pattern--5502c4e9-24ef-4d5f-8ee9-9e906c2f82c4,enterprise
relationship--163851e2-5236-41cb-897f-06e33624c3ec,uses,malware--4fbd565b-bf55-4ac7-80b4-b183a7b64b9c,attack-pattern--e3b6daca-e963-4a69-aee6-ed4fd653ad58,enterprise
relationship--163c1ca5-c5cb-4cc8-b9e4-d0a137d41e52,uses,malware--5c6ed2dc-37f4-40ea-b2e1-4c76140a388c,attack-pattern--0a5231ec-41af-4a35-83d0-6bdf11f28c65,enterprise
relationship--16446d10-cf55-4e1e-bbf8-7ce6b8a2fb2b,uses,malware--03eb4a05-6a02-43f6-afb7-3c7835501828,attack-pattern--e6919abc-99f9-4c6c-95a5-14761e7b2add,enterprise
relationship--1646da26-9846-4a24-b9a6-59ebad8c9cb5,uses,intrusion-set--1f0f9a14-11aa-49aa-9174-bcd0eaa979de,attack-pattern--29be378d-262d-4e99-b00d-852d573628e6,enterprise
relationship--164aec0b-1e3e-4e79-b9c3-43d602a1674a,uses,malware--aaf3fa65-8b27-4e68-91de-2b7738fe4c82,attack-pattern--b80d107d-fa0d-4b60-9684-b0433e8bdba0,enterprise
relationship--164bf82a-10bf-4a6d-b43c-70ff11f60229,uses,intrusion-set--0ec2f388-bf0f-4b5c-97b1-fc736d26c25f,attack-pattern--a2fdce72-04b2-409a-ac10-cc1695f4fce0,enterprise
relationship--16510fcf-70a0-4da5-9b80-f4772abca436,uses,intrusion-set--fd66436e-4d33-450e-ac4c-f7810f1c85f4,attack-pattern--21875073-b0ee-49e3-9077-1e2a885359af,enterprise
relationship--1652bf3a-085a-4388-839a-04858b14affd,uses,intrusion-set--4ca1929c-7d64-4aab-b849-badbfc0c760d,malware--7e6c2a9d-9dc1-4eb0-b27c-91e8076a9d77,enterprise
relationship--165336dd-529c-4ec0-a7ff-2608a42fa16c,uses,intrusion-set--64b52e7d-b2c4-4a02-9372-08a463f5dc11,attack-pattern--633a100c-b2c9-41bf-9be5-905c1b16c825,enterprise
relationship--165b726a-1e4c-49ce-af28-92586883dcdf,uses,malware--82adb90e-43b8-4bce-9efe-afeba65457b2,attack-pattern--7bc57495-ea59-4380-be31-a64af124ef18,enterprise
relationship--165b8698-8d09-4602-9385-c5002c3eb46e,uses,intrusion-set--420ac20b-f2b9-42b8-aa1a-6d4b72895ca4,attack-pattern--3ee16395-03f0-4690-a32e-69ce9ada0f9e,enterprise
relationship--16632684-1ef3-41bb-9ef1-97c6c3294448,uses,malware--cad3ba95-8c89-4146-ab10-08daa813f9de,attack-pattern--391d824f-0ef1-47a0-b0ee-c59a75e27670,enterprise
relationship--166326b3-6864-4667-aee9-4d7b24cc75d8,uses,intrusion-set--4ca1929c-7d64-4aab-b849-badbfc0c760d,attack-pattern--df8b2a25-8bdf-4856-953c-a04372b1c161,enterprise
relationship--16632790-94dc-40ce-9c0a-2f6af0f691b1,uses,malware--5f9f7648-04ba-4a9f-bb4c-2a13e74572bd,attack-pattern--d1fcf083-a721-4223-aedf-bf8960798d62,enterprise
relationship--166836f7-8e31-4b80-bcab-61382bc79ad0,uses,intrusion-set--18854f55-ac7c-4634-bd9a-352dd07613b7,attack-pattern--15dbf668-795c-41e6-8219-f0447c0e64ce,enterprise
relationship--166c430d-0272-4dca-8d30-318cda0a0a63,uses,malware--e6ef745b-077f-42e1-a37d-29eecff9c754,attack-pattern--354a7f88-63fb-41b5-a801-ce3b377b36f1,enterprise
relationship--16713b63-7fe7-41e0-b157-2d26a406881b,uses,campaign--0257b35b-93ef-4a70-80dd-ad5258e6045b,attack-pattern--9efb1ea7-c37b-4595-9640-b7680cd84279,enterprise
relationship--16749b64-2091-43d5-a76f-d6f8f98c5bf4,mitigates,course-of-action--d2a24649-9694-4c97-9c62-ce7b270bf6a3,attack-pattern--9c306d8d-cde7-4b4c-b6e8-d0bb16caca36,enterprise
relationship--1677745c-06d5-4791-be9c-1104549c34b2,mitigates,course-of-action--eb88d97c-32f1-40be-80f0-d61a4b0b4b31,attack-pattern--60d0c01d-e2bf-49dd-a453-f8a9c9fa6f65,enterprise
relationship--1678d731-c556-4968-aab1-ae745015308f,uses,malware--aad11e34-02ca-4220-91cd-2ed420af4db3,attack-pattern--92d7da27-2d91-488e-a00c-059dc162766d,enterprise
relationship--167c9690-53fa-4f54-a86c-971b70b62c82,uses,intrusion-set--44d37b89-a739-4810-9111-0d2617a8939b,attack-pattern--2d3f5b3c-54ca-4f4d-bb1f-849346d31230,enterprise
relationship--167d7b11-01f3-42d5-bb8a-78306dc80243,uses,malware--ccd61dfc-b03f-4689-8c18-7c97eab08472,attack-pattern--64196062-5210-42c3-9a02-563a0d1797ef,enterprise
relationship--167e1e15-1fe1-4073-aac1-062557fdd79f,uses,malware--60c18d06-7b91-4742-bae3-647845cd9d81,attack-pattern--df8b2a25-8bdf-4856-953c-a04372b1c161,enterprise
relationship--1681f4aa-4bb1-482a-8fdf-8c1b724635d9,uses,malware--3161d76a-e2b2-4b97-9906-24909b735386,attack-pattern--391d824f-0ef1-47a0-b0ee-c59a75e27670,enterprise
relationship--1684e405-53bd-4951-a26d-e7c39887b06a,uses,malware--22addc7b-b39f-483d-979a-1b35147da5de,attack-pattern--7bc57495-ea59-4380-be31-a64af124ef18,enterprise
relationship--1685aa0e-d1be-40ea-ade0-21ff64e0d372,uses,malware--99fdf3b4-96ef-4ab9-b191-fc683441cad0,attack-pattern--21875073-b0ee-49e3-9077-1e2a885359af,enterprise
relationship--16873550-3105-4ce5-92fc-7b8127e47b5d,uses,malware--e401d4fe-f0c9-44f0-98e6-f93487678808,attack-pattern--d45a3d09-b3cf-48f4-9f0f-f521ee5cb05c,enterprise
relationship--168ab4a2-db4d-4d64-9951-6547145aabe6,uses,malware--d906e6f7-434c-44c0-b51a-ed50af8f7945,attack-pattern--e6919abc-99f9-4c6c-95a5-14761e7b2add,enterprise
relationship--168c9371-c88c-45bf-9256-df78683685a2,uses,campaign--4c840263-bbda-440d-a22b-674679ddebf1,attack-pattern--40f5caa0-4cb7-4117-89fc-d421bb493df3,enterprise
relationship--168f47ab-980f-4e10-91f4-ffd2acf09a7f,uses,malware--81c57a96-fc8c-4f91-af8e-63e24c2927c2,attack-pattern--df8b2a25-8bdf-4856-953c-a04372b1c161,enterprise
relationship--168f7ba7-346f-4c70-a08d-f9a13db33c3e,uses,intrusion-set--a7f57cc1-4540-4429-823f-f4e56b8473c9,attack-pattern--1608f3e1-598a-42f4-a01a-2e252e81728f,enterprise
relationship--1694d196-8f00-44ee-802f-274a2c566a15,mitigates,course-of-action--590777b3-b475-4c7c-aaf8-f4a73b140312,attack-pattern--b0c74ef9-c61e-4986-88cb-78da98a355ec,enterprise
relationship--16952ba0-4fae-450b-990c-2b771efbd60f,uses,intrusion-set--fbd29c89-18ba-4c2d-b792-51c0adee049f,attack-pattern--837f9164-50af-4ac0-8219-379d8a74cefc,enterprise
relationship--16a59f96-4c5c-4625-a776-61162ac9c6c1,uses,malware--3be1fb7a-0f7e-415e-8e3a-74a80d596e68,attack-pattern--8868cb5b-d575-4a60-acb2-07d37389a2fd,enterprise
relationship--16a6739b-93e9-49ea-ae74-624623d3c07a,mitigates,course-of-action--47e0e9fe-96ce-4f65-8bb1-8be1feacb5db,attack-pattern--66b34be7-6915-4b83-8d5a-b0f0592b5e41,enterprise
relationship--16ad2735-61b3-4cb4-8f23-439df70715c8,uses,malware--68dca94f-c11d-421e-9287-7c501108e18c,attack-pattern--365be77f-fc0e-42ee-bac8-4faf806d9336,enterprise
relationship--16b2871e-c793-4362-89b8-b893806d147a,uses,malware--29231689-5837-4a7a-aafc-1b65b3f50cc7,attack-pattern--d63a3fb8-9452-4e9d-a60a-54be68d5998c,enterprise
relationship--16b574c0-8e09-44ae-b4d2-b79e8bbd576a,uses,intrusion-set--2688b13e-8e71-405a-9c40-0dee94bddf87,attack-pattern--31225cd3-cd46-4575-b287-c2c14011c074,enterprise
relationship--16b915ff-7bf5-4032-b39a-9c8073847d77,uses,intrusion-set--2e290bfe-93b5-48ce-97d6-edcd6d32b7cf,attack-pattern--7bc57495-ea59-4380-be31-a64af124ef18,enterprise
relationship--16bea458-8018-4e53-a377-5970747521ab,uses,tool--115f88dd-0618-4389-83cb-98d33ae81848,attack-pattern--7e150503-88e7-4861-866b-ff1ac82c4475,enterprise
relationship--16c64146-61e6-4be5-bdc3-1fa97870a080,uses,tool--2c5281dd-b5fd-4531-8aea-c1bf8a0f8756,attack-pattern--e24fcba8-2557-4442-a139-1ee2f2e784db,enterprise
relationship--16c7058c-8fa5-4477-8332-9e76fcb38924,uses,intrusion-set--2a7914cf-dff3-428d-ab0f-1014d1c28aeb,attack-pattern--21875073-b0ee-49e3-9077-1e2a885359af,enterprise
relationship--16cb7ede-b431-4711-bcb1-91bc925663e5,uses,malware--fb261c56-b80e-43a9-8351-c84081e7213d,attack-pattern--354a7f88-63fb-41b5-a801-ce3b377b36f1,enterprise
relationship--16ccf88b-5f28-41d3-bc34-6580be0dbe3f,uses,intrusion-set--174279b4-399f-4ddb-966e-5efedd1dd5f2,attack-pattern--e3b6daca-e963-4a69-aee6-ed4fd653ad58,enterprise
relationship--16cdc452-d4dc-43f7-be53-dc6b62135d20,uses,campaign--f9cc545e-b0ef-4b92-8884-a3a4427609f6,attack-pattern--e6919abc-99f9-4c6c-95a5-14761e7b2add,enterprise
relationship--16d07e92-1026-4d2f-ad4d-a1cb664d1278,uses,malware--2a7c1bb7-cd12-456e-810d-ab3bf8457bab,attack-pattern--bf176076-b789-408e-8cba-7275e81c0ada,enterprise
relationship--16d0869c-1ed4-48b9-92f9-cae22e7a001f,uses,intrusion-set--4ca1929c-7d64-4aab-b849-badbfc0c760d,attack-pattern--3c4a2599-71ee-4405-ba1e-0e28414b4bc5,enterprise
relationship--16d19ac1-de53-44e2-9139-32b0e0525b0c,uses,malware--99fdf3b4-96ef-4ab9-b191-fc683441cad0,attack-pattern--e358d692-23c0-4a31-9eb6-ecc13a8d7735,enterprise
relationship--16d59476-9fff-413f-9dbe-5c9e43c3860d,uses,intrusion-set--ead23196-d7b6-4ce6-a124-4ab4b67d81bd,attack-pattern--830c9528-df21-472c-8c14-a036bf17d665,enterprise
relationship--16d5d573-60bb-402c-88c3-2bc0af8388eb,uses,malware--72f54d66-675d-4587-9bd3-4ed09f9522e4,attack-pattern--0259baeb-9f63-4c69-bf10-eb038c390688,enterprise
relationship--16d72046-2569-4517-9a8f-c9f4377df7ab,uses,intrusion-set--1c63d4ec-0a75-4daa-b1df-0d11af3d3cc1,attack-pattern--6ee2dc99-91ad-4534-a7d8-a649358c331f,enterprise
relationship--16d95f0d-fc05-4012-a1a0-35d7261b7f27,uses,malware--a545456a-f9a7-47ad-9ea6-8b017def38d1,attack-pattern--2fee9321-3e71-4cf4-af24-d4d40d355b34,enterprise
relationship--16dfd169-264f-410f-97bf-a1cdec20c50e,uses,intrusion-set--c416b28c-103b-4df1-909e-78089a7e0e5f,attack-pattern--2fee9321-3e71-4cf4-af24-d4d40d355b34,enterprise
relationship--16e0be5b-93bb-4db2-b6ed-02e34a6ce3cb,uses,tool--3433a9e8-1c47-4320-b9bf-ed449061d1c3,attack-pattern--d511a6f6-4a33-41d5-bc95-c343875d1377,enterprise
relationship--16e1777b-af28-412b-bcc3-469aba0f8a87,uses,malware--97cfbdc6-504d-41e9-a46c-78a9f806ff0d,attack-pattern--354a7f88-63fb-41b5-a801-ce3b377b36f1,enterprise
relationship--16e1d79d-1eb9-4ce7-a21e-115ce2a414f1,uses,malware--a4f57468-fbd5-49e4-8476-52088220b92d,attack-pattern--01a5a209-b94c-450b-b7f9-946497d91055,enterprise
relationship--16e57ad0-b460-41bd-bef0-5bf110d8db8f,uses,tool--4b57c098-f043-4da2-83ef-7588a6d426bc,attack-pattern--df8b2a25-8bdf-4856-953c-a04372b1c161,enterprise
relationship--16e7e622-1e34-48fe-954c-e1a4b103e204,uses,intrusion-set--7b404cd0-3ae9-41d4-90c0-023793d35d97,attack-pattern--d4bdbdea-eaec-4071-b4f9-5105e12ea4b6,enterprise
relationship--16e90509-5ea2-48ff-8e09-686dcfddbb3b,uses,intrusion-set--bef4c620-0787-42a8-a96d-b7eb6e85917c,attack-pattern--970a3432-3237-47ad-bcca-7d8cbb217736,enterprise
relationship--16e906b5-011b-476d-a00d-78e514e7354c,uses,intrusion-set--c5b81590-6814-4d2a-8baa-15c4b6c7f960,attack-pattern--2fee9321-3e71-4cf4-af24-d4d40d355b34,enterprise
relationship--16e9defb-683d-437c-9cdf-e1d75e5523dd,mitigates,course-of-action--93e7968a-9074-4eac-8ae9-9f5200ec3317,attack-pattern--ca00366b-83a1-4c7b-a0ce-8ff950a7c87f,enterprise
relationship--16ec2171-a002-4838-8e20-af89b2eeafd0,uses,intrusion-set--bef4c620-0787-42a8-a96d-b7eb6e85917c,attack-pattern--8e350c1d-ac79-4b5c-bd4e-7476d7e84ec5,enterprise
relationship--16ee08e8-a66a-4022-a322-148eeaf71771,uses,intrusion-set--44e43fad-ffcb-4210-abcf-eaaed9735f80,attack-pattern--565275d5-fcc3-4b66-b4e7-928e4cac6b8c,enterprise
relationship--16ee3365-01c3-4ae3-a96c-dd1c5f05a93c,uses,campaign--7ec2826c-0bf0-4b47-acae-fd683431a4ca,attack-pattern--4fe28b27-b13c-453e-a386-c2ef362a573b,enterprise
relationship--16ef3e00-dc40-462c-9b74-5e8a8b24c86e,uses,intrusion-set--0bbdf25b-30ff-4894-a1cd-49260d0dd2d9,malware--f6d1d2cb-12f5-4221-9636-44606ea1f3f8,enterprise
relationship--16ef64da-7119-42ad-ad73-e8a34a2b6a0f,mitigates,course-of-action--987988f0-cf86-4680-a875-2f6456ab2448,attack-pattern--09b130a2-a77e-4af0-a361-f46f9aad1345,enterprise
relationship--16f46969-91e3-4bcd-8d58-97e88e6b1d3e,mitigates,course-of-action--eb88d97c-32f1-40be-80f0-d61a4b0b4b31,attack-pattern--acd0ba37-7ba9-4cc5-ac61-796586cd856d,enterprise
relationship--16f472ba-e66d-4317-bb52-b9e3ce76b37b,subtechnique-of,attack-pattern--35187df2-31ed-43b6-a1f5-2f1d3d58d3f1,attack-pattern--d456de47-a16f-4e46-8980-e67478a12dcb,enterprise
relationship--16f64842-8ba8-4827-a47f-e7d665f942ae,uses,malware--6b62e336-176f-417b-856a-8552dd8c44e1,attack-pattern--f3c544dc-673c-4ef3-accb-53229f1ae077,enterprise
relationship--16f6d32e-72e5-4fcf-b3fa-1c108f027850,uses,intrusion-set--00f67a77-86a4-4adf-be26-1a54fc713340,attack-pattern--e51137a5-1cdc-499e-911a-abaedaa5ac86,enterprise
relationship--16fd44bf-405b-49c1-96d7-0cacb5d65e74,uses,intrusion-set--8f5e8dc7-739d-4f5e-a8a1-a66e004d7063,malware--fde50aaa-f5de-4cb8-989a-babb57d6a704,enterprise
relationship--16fd4ddb-1ce4-4254-a301-8ac762573a77,mitigates,course-of-action--15437c6d-b998-4a36-be41-4ace3d54d266,attack-pattern--9db0cf3a-a3c9-4012-8268-123b9db6fd82,enterprise
relationship--1703b260-35ef-466a-bec7-d17d6c6cf987,uses,malware--3be1fb7a-0f7e-415e-8e3a-74a80d596e68,attack-pattern--8cdeb020-e31e-4f88-a582-f53dcfbda819,enterprise
relationship--17049a4f-810d-4928-a0a0-84d4a732ca08,uses,malware--60c18d06-7b91-4742-bae3-647845cd9d81,attack-pattern--54b4c251-1f0e-4eba-ba6b-dbc7a6f6f06b,enterprise
relationship--17087e76-4d84-443e-8fb1-0ec6498681db,uses,intrusion-set--e44e0985-bc65-4a8f-b578-211c858128e3,attack-pattern--0d91b3c0-5e50-47c3-949a-2a796f04d144,enterprise
relationship--1708aa35-a362-429f-be06-82dc106dfeb4,uses,malware--454fe82d-6fd2-4ac6-91ab-28a33fe01369,attack-pattern--f24faf46-3b26-4dbb-98f2-63460498e433,enterprise
relationship--170931d2-d803-4cc8-8e05-4218fcbb5f80,uses,intrusion-set--4283ae19-69c7-4347-a35e-b56f08eb660b,attack-pattern--eb897572-8979-4242-a089-56f294f4c91d,enterprise
relationship--170c9b30-c055-494d-98a4-00d9ce5b4864,uses,malware--e23d2777-b85d-44fc-861e-9149d399fbb9,attack-pattern--6836813e-8ec8-4375-b459-abb388cb1a35,enterprise
relationship--170e2f76-5b6a-4eee-8ea4-d1171368b4a9,uses,intrusion-set--c93fccb1-e8e8-42cf-ae33-2ad1d183913a,attack-pattern--4ae4f953-fe58-4cc8-a327-33257e30a830,enterprise
relationship--170fb051-0d3d-4105-b6d2-96c9c68e4b8c,uses,malware--01dbc71d-0ee8-420d-abb4-3dfb6a4bf725,attack-pattern--d1fcf083-a721-4223-aedf-bf8960798d62,enterprise
relationship--1713622d-f3fa-4ec4-b63a-3d2a75c23398,subtechnique-of,attack-pattern--4bc31b94-045b-4752-8920-aebaebdb6470,attack-pattern--72b74d71-8169-42aa-92e0-e7b04b9f5a08,enterprise
relationship--171380bf-41ff-43da-86fe-c131f5f7b97b,uses,malware--b2203c59-4089-4ee4-bfe1-28fa25f0dbfe,attack-pattern--d63a3fb8-9452-4e9d-a60a-54be68d5998c,enterprise
relationship--1715a3b2-1c13-403e-8add-e8709fc7f92c,uses,malware--f931a0b9-0361-4b1b-bacf-955062c35746,attack-pattern--e6919abc-99f9-4c6c-95a5-14761e7b2add,enterprise
relationship--1719d211-582f-4ae9-90f4-2ec984360927,uses,malware--b45747dc-87ca-4597-a245-7e16a61bc491,attack-pattern--d1fcf083-a721-4223-aedf-bf8960798d62,enterprise
relationship--171a96b6-1680-408b-b90d-356b393a3dea,uses,intrusion-set--03be849d-b5a2-4766-9dda-48976bae5710,attack-pattern--f9cc4d06-775f-4ee1-b401-4e2cc0da30ba,enterprise
relationship--1720444b-e442-423e-ba6f-48079ad8b04e,mitigates,course-of-action--1dcaeb21-9348-42ea-950a-f842aaf1ae1f,attack-pattern--800f9819-7007-4540-a520-40e655876800,enterprise
relationship--172391d2-7207-42b0-987b-8760bc58e35a,uses,intrusion-set--c1aab4c9-4c34-4f4f-8541-d529e46a07f9,attack-pattern--47f2d673-ca62-47e9-929b-1b0be9657611,enterprise
relationship--17257faf-d3a8-4959-9743-aa118902106c,uses,intrusion-set--64b52e7d-b2c4-4a02-9372-08a463f5dc11,attack-pattern--3aef9463-9a7a-43ba-8957-a867e07c1e6a,enterprise
relationship--17262c58-2f41-41d2-a86a-5bc86642ddb4,uses,intrusion-set--222fbd21-fc4f-4b7e-9f85-0e6e3a76c33f,attack-pattern--00f90846-cbd1-4fc5-9233-df5c2bf2a662,enterprise
relationship--1729ebeb-c92c-4d8e-a859-0d081b3821a1,uses,malware--cb444a16-3ea5-4a91-88c6-f329adcb8af3,attack-pattern--e6919abc-99f9-4c6c-95a5-14761e7b2add,enterprise
relationship--172a8a26-d2c9-4d29-b050-55949c0186dd,uses,malware--1f6e3702-7ca1-4582-b2e7-4591297d05a8,attack-pattern--d63a3fb8-9452-4e9d-a60a-54be68d5998c,enterprise
relationship--172d44b8-d287-49f3-b5cd-bf95285f3ef2,uses,campaign--455b011a-2510-49ab-a96f-2f84d6a80189,attack-pattern--a9d4b653-6915-42af-98b2-5758c4ceee56,enterprise
relationship--172da5b1-cf68-468a-8208-b15ea5c813dc,uses,malware--86b92f6c-9c05-4c51-b361-4c7bb13e21a1,attack-pattern--354a7f88-63fb-41b5-a801-ce3b377b36f1,enterprise
relationship--172e2d4d-5739-40d3-ae0d-4bf76890e79f,uses,malware--b9704a7d-feef-4af9-8898-5280f1686326,attack-pattern--635cbe30-392d-4e27-978e-66774357c762,enterprise
relationship--17317bb7-40a1-47a0-8200-c89df3a339b2,uses,malware--7acb15b6-fe2c-4319-b136-6ab36ff0b2d4,attack-pattern--e3b6daca-e963-4a69-aee6-ed4fd653ad58,enterprise
relationship--174698f8-9349-4e52-9887-18089038195c,uses,intrusion-set--17862c7d-9e60-48a0-b48e-da4dc4c3f6b0,attack-pattern--2fee9321-3e71-4cf4-af24-d4d40d355b34,enterprise
relationship--1747e509-d1d8-4d30-bde5-65adeccb2dae,uses,campaign--df8eb785-70f8-4300-b444-277ba849083d,attack-pattern--7bdca9d5-d500-4d7d-8c52-5fd47baf4c0c,enterprise
relationship--175199ba-b8b8-467b-9010-a2f549abd957,uses,malware--53486bc7-7748-4716-8190-e4f1fde04c53,attack-pattern--354a7f88-63fb-41b5-a801-ce3b377b36f1,enterprise
relationship--17525c42-6859-4175-841c-272e85f68be9,uses,malware--00806466-754d-44ea-ad6f-0caf59cb8556,attack-pattern--2f6b4ed7-fef1-44ba-bcb8-1b4beb610b64,enterprise
relationship--17530a5c-d0a2-4a4d-8617-d0659b443e3a,uses,tool--79dd477a-8226-4b3d-ad15-28623675f221,attack-pattern--7b50a1d3-4ca7-45d1-989d-a6503f04bfe1,enterprise
