id,type,source,target,dataset
relationship--2f55e452-f8b3-402b-a193-d261dac9f327,subtechnique-of,attack-pattern--2aa78dfd-cb6f-4c70-9408-137cfd96be49,attack-pattern--20b0931a-8952-42ca-975f-775bad295f1a,mobile
relationship--2f63c5a0-db78-4f81-bbdd-46fccf06bf9c,uses,malware--bf064476-25b8-493c-a1e7-dd707b3f7f52,attack-pattern--114fed8b-7eed-4136-8b9c-411c5c7fff4b,mobile
relationship--2f8b5252-551c-4a0d-8e72-8da4050757f3,uses,malware--ddbe5657-e21e-4a89-8221-2f1362d397ec,attack-pattern--b327a9c0-e709-495c-aa6e-00b042136e2b,mobile
relationship--2f9c31d2-2e6c-4e95-9058-c9a8def46865,uses,malware--ec13d292-6d8d-4c7a-b07c-a2bd2402569a,attack-pattern--d8940e76-f9c1-4912-bea6-e21c251370b6,mobile
relationship--2fdcc49e-1875-4618-b3c5-c0ecfab97386,uses,malware--15d78a95-af6a-4b06-8dae-76bedb0ec5a1,attack-pattern--114fed8b-7eed-4136-8b9c-411c5c7fff4b,mobile
relationship--300c824d-5586-411b-b274-8941a99a98fb,mitigates,course-of-action--ff4821f6-5afb-481b-8c0f-26c28c0d666c,attack-pattern--693cdbff-ea73-49c6-ac3f-91e7285c31d1,mobile
relationship--3020bb16-fb1f-46f9-9e1c-3b3317af6b96,uses,campaign--a82bc5ad-5f95-4c6a-9f25-aaf6f476a3c4,attack-pattern--cf28ca46-1fd3-46b4-b1f6-ec0b72361848,mobile
relationship--30990c1a-ed7d-4552-a1aa-c5934ffa5761,mitigates,course-of-action--bcecd036-f40e-4916-9f8e-fd0ccf0ece8d,attack-pattern--6ecbc2eb-e85a-440a-ab68-4d98f8d56fbe,mobile
relationship--3115a062-e7d0-4eac-9d78-9a9c797e7546,uses,malware--429e1526-6293-495b-8808-af7f9a66c4be,attack-pattern--d8940e76-f9c1-4912-bea6-e21c251370b6,mobile
relationship--312950f2-80d2-4941-bfce-b97b2cb7a1ff,uses,intrusion-set--8a831aaa-f3e0-47a3-bed8-a9ced744dd12,malware--a5528622-3a8a-4633-86ce-8cdaf8423858,mobile
relationship--31330d32-50c8-4499-91fb-e1dcffa9ea8f,mitigates,course-of-action--0beabf44-e8d8-4ae4-9122-ef56369a2564,attack-pattern--fcb11f06-ce0e-490b-bcc1-04a1623579f0,mobile
relationship--319d46b5-de41-4f23-9001-2fa75f954720,uses,malware--a1867c56-8c86-455a-96ad-b0d5f7e2bc17,attack-pattern--2282a98b-5049-4f61-9381-55baca7c1add,mobile
relationship--3230c032-17e0-49f7-b948-c157049aafe2,mitigates,course-of-action--8ccd428d-39da-4e8f-a55b-d48ea1d56e58,attack-pattern--667e5707-3843-4da8-bd34-88b922526f0d,mobile
relationship--3237f5ff-b870-41a7-8448-6f6b387db61d,uses,malware--3cf81957-489a-469f-b013-362d548a96c1,attack-pattern--defc1257-4db1-4fb3-8ef5-bb77f63146df,mobile
relationship--3272111a-f31d-47d5-a266-1749255b5016,uses,malware--0626c181-93cb-4860-9cb0-dff3b1c13063,attack-pattern--ec4c4baa-026f-43e8-8f56-58c36f3162dd,mobile
relationship--327d0102-2113-4e12-be68-504db097a6fd,uses,malware--c0efbaae-9e7d-4716-a92d-68373aac7424,attack-pattern--2282a98b-5049-4f61-9381-55baca7c1add,mobile
relationship--32958f57-ad9b-4fe1-abf3-6f92df895014,uses,malware--c41a8b7c-3e42-4eee-b87d-ad8a100ee878,attack-pattern--d13fa042-8f26-44e1-a2a8-af0bf8e2ac9a,mobile
relationship--32a28692-0297-40b9-b853-4996cf5541ec,uses,malware--6d5c257d-e6de-4c95-a7e8-09ac9386007d,attack-pattern--d8940e76-f9c1-4912-bea6-e21c251370b6,mobile
relationship--32be51e2-f74d-441f-aa0d-952697a76494,uses,tool--1622fd3d-fcfc-4d02-ac49-f2d786f79b81,attack-pattern--702055ac-4e54-4ae9-9527-e23a38e0b160,mobile
relationship--33316f49-f1fb-453a-9ba7-d6889982a010,uses,malware--dfdac962-9461-47f0-a212-36dfce2a97e6,attack-pattern--198ce408-1470-45ee-b47f-7056050d4fc2,mobile
relationship--3364dd33-c012-4aaf-852b-86e63bd724ac,uses,malware--4b53eb01-57d7-47b4-b078-22766b002b36,attack-pattern--702055ac-4e54-4ae9-9527-e23a38e0b160,mobile
relationship--33857221-2543-4a7f-8255-b0d140d70ad7,uses,malware--dfdac962-9461-47f0-a212-36dfce2a97e6,attack-pattern--6683aa0c-d98a-4f5b-ac57-ca7e9934a760,mobile
relationship--34351abd-1f58-420a-a893-ad822839815d,uses,malware--33d9d91d-aad9-49d5-a516-220ce101ac8a,attack-pattern--1d1b1558-c833-482e-aabb-d07ef6eae63d,mobile
relationship--346b7e4a-dbd1-486b-ba26-55ae2ac613d0,uses,malware--6e282bbf-5f32-476a-b879-ba77eec463c8,attack-pattern--6c49d50f-494d-4150-b774-a655022d20a6,mobile
relationship--348d1acd-3f37-4523-95cd-ae002c02c975,mitigates,course-of-action--653492e3-27be-4a0e-b08c-938dd2b7e0e1,attack-pattern--5abfc5e6-3c56-49e7-ad72-502d01acf28b,mobile
relationship--3498d304-48e3-4fe4-a3ab-fc261104f413,uses,malware--085eb36d-697d-4d9a-bac3-96eb879fe73c,attack-pattern--6683aa0c-d98a-4f5b-ac57-ca7e9934a760,mobile
relationship--349c2f82-1166-4dab-88d0-cfe920804b70,uses,malware--24c8f6db-71e0-41ef-a1dc-83399a5b17e5,attack-pattern--32063d7f-0a39-440d-a4a3-2694488f96cc,mobile
relationship--34a8a945-cc6c-474b-8db1-ffe8b5ecf99f,uses,malware--f79c01eb-2954-40d8-a819-00b342f47ce7,attack-pattern--3775a580-a1d1-46c4-8147-c614a715f2e9,mobile
relationship--34b6abb0-d199-46bb-af21-b65560e75658,subtechnique-of,attack-pattern--2282a98b-5049-4f61-9381-55baca7c1add,attack-pattern--6a3f6490-9c44-40de-b059-e5940f246673,mobile
relationship--34dd5c26-eec9-4288-8e53-677271d490b2,uses,malware--9cd72f5c-bec0-4f7e-bb6d-296937116291,attack-pattern--b1c95426-2550-4621-8028-ceebf28b3a47,mobile
relationship--34f9aed0-48a7-4815-8456-5541a7b8210f,uses,malware--6a7aaab1-3e0a-48bb-ba66-bbf7665c0a65,attack-pattern--b1c95426-2550-4621-8028-ceebf28b3a47,mobile
relationship--352fabc8-48fe-4190-92b3-49b00348bb22,uses,malware--4bf6ba32-4165-42c1-b911-9c36165891c8,attack-pattern--986f80f7-ff0e-4f48-87bd-0394814bbce5,mobile
relationship--35453bbb-c9b3-4421-8452-95efdd290d21,uses,malware--a3c59d82-2c7c-44e5-a869-68e0a3e5935e,attack-pattern--1b51f5bc-b97a-498a-8dbd-bc6b1901bf19,mobile
relationship--35927c96-7645-4ef3-b3da-e44822386a10,uses,malware--9cd72f5c-bec0-4f7e-bb6d-296937116291,attack-pattern--fd211238-f767-4599-8c0d-9dca36624626,mobile
relationship--3598ab6e-9271-40ca-9771-b9a6bbce497c,uses,malware--2cf00c5a-857d-4cb6-8f03-82f15bee0f6f,attack-pattern--2282a98b-5049-4f61-9381-55baca7c1add,mobile
relationship--35c67a18-7e8d-4bd5-9fe1-35b1ac3f401f,uses,malware--9ed10b5a-ff20-467f-bf2f-d3fbf763e381,attack-pattern--a8e971b8-8dc7-4514-8249-ae95427ec467,mobile
relationship--3616bacc-6f6e-41f2-832c-cdbbae9622f3,uses,malware--a993495c-9813-4372-b9ec-d168c7f7ec0a,attack-pattern--c6421411-ae61-42bb-9098-73fddb315002,mobile
relationship--36268322-9f5e-4749-8760-6430178a3d68,uses,malware--aecc0097-c9f8-4786-9b39-e891ff173f54,attack-pattern--c6421411-ae61-42bb-9098-73fddb315002,mobile
relationship--36298fd6-d909-4490-8a04-095aef9ffafe,uses,malware--f3975cc0-72bc-4308-836e-ac701b83860e,attack-pattern--6683aa0c-d98a-4f5b-ac57-ca7e9934a760,mobile
relationship--3644d1dd-8d9f-4a89-a618-c6b22c2a1a96,uses,malware--9ed10b5a-ff20-467f-bf2f-d3fbf763e381,attack-pattern--2282a98b-5049-4f61-9381-55baca7c1add,mobile
relationship--37123a8d-5c03-459c-bd0b-c17e2ee75a10,uses,malware--037f44f0-0c07-4c7f-b40e-0325b5b228a9,attack-pattern--6c49d50f-494d-4150-b774-a655022d20a6,mobile
relationship--373223d8-f18c-4151-8fe0-7d40c0c6e631,uses,malware--a993495c-9813-4372-b9ec-d168c7f7ec0a,attack-pattern--00290ac5-551e-44aa-bbd8-c4b913488a6d,mobile
relationship--373f33be-9b40-44f5-bfd3-db2a9f5fa72c,uses,malware--2074b2ad-612e-4758-adce-7901c1b49bbc,attack-pattern--46d818a5-67fa-4585-a7fc-ecf15376c8d5,mobile
relationship--3752c235-0576-47dc-b05d-d3eaeaccfecc,uses,malware--3d6c4389-3489-40a3-beda-c56e650b6f68,attack-pattern--6683aa0c-d98a-4f5b-ac57-ca7e9934a760,mobile
relationship--375ead49-d7ac-4664-bd46-a266764cddc8,uses,malware--bf064476-25b8-493c-a1e7-dd707b3f7f52,attack-pattern--2282a98b-5049-4f61-9381-55baca7c1add,mobile
relationship--37d14338-b629-4b54-b734-446789b79f6f,uses,malware--aecc0097-c9f8-4786-9b39-e891ff173f54,attack-pattern--114fed8b-7eed-4136-8b9c-411c5c7fff4b,mobile
relationship--37fd2f2a-e4f4-4d39-8698-d17305fb2517,uses,malware--2cf00c5a-857d-4cb6-8f03-82f15bee0f6f,attack-pattern--948a447c-d783-4ba0-8516-a64140fcacd5,mobile
relationship--3832d2cf-0568-451d-aac9-6fb809fc423d,uses,intrusion-set--afec6dc3-a18e-4b62-b1a4-5510e1a498d1,attack-pattern--ea132c68-b518-4478-ae8d-1763cda26ee3,mobile
relationship--383e5b12-061e-45c6-911b-b37187dd9254,uses,intrusion-set--afec6dc3-a18e-4b62-b1a4-5510e1a498d1,attack-pattern--cf28ca46-1fd3-46b4-b1f6-ec0b72361848,mobile
relationship--3841024e-1047-40fa-9e25-ac6d5c14612a,uses,malware--68156e5a-4c3a-46dd-9c5e-c0bfdec6651f,attack-pattern--e0b9ecb8-a7d1-43c7-aa30-8e19c6a92c86,mobile
relationship--3857f790-6ea1-4f37-8d90-90904f175d63,uses,malware--9cd72f5c-bec0-4f7e-bb6d-296937116291,attack-pattern--0cdd66ad-26ac-4338-a764-4972a1e17ee3,mobile
relationship--38634e49-f19e-41bc-bb6d-e711f0cabd91,uses,malware--f7e7b736-2cff-4c2a-9232-352cd383463a,attack-pattern--f05fc151-aa62-47e3-ae57-2d1b23d64bf6,mobile
relationship--386b0a9f-9951-4717-8bce-30c8fbe05050,uses,malware--037f44f0-0c07-4c7f-b40e-0325b5b228a9,attack-pattern--d13fa042-8f26-44e1-a2a8-af0bf8e2ac9a,mobile
relationship--3874eaf6-aa14-4d8e-ad44-7ad227ecda1b,subtechnique-of,attack-pattern--ea132c68-b518-4478-ae8d-1763cda26ee3,attack-pattern--fc53309d-ebd5-4573-9242-57024ebdad4f,mobile
relationship--38962b26-7cbe-4761-8b4f-50a022167c4d,uses,malware--ff8e0c38-be47-410f-a2d3-a3d24a87c617,attack-pattern--1d44f529-6fe6-489f-8a01-6261ac43f05e,mobile
relationship--38cb6365-40ba-47c6-a5e4-1a9be665f951,uses,malware--fd6d56b2-d84e-4d2a-b37d-d4678d3e08a6,attack-pattern--d13fa042-8f26-44e1-a2a8-af0bf8e2ac9a,mobile
relationship--38ec048f-7f6e-4bbd-9455-1b1e54968af4,uses,malware--4b53eb01-57d7-47b4-b078-22766b002b36,attack-pattern--73c26732-6422-4081-8b63-6d0ae93d449e,mobile
relationship--38f37e3f-1d4b-4f04-b176-1cae6d22931e,uses,malware--6e282bbf-5f32-476a-b879-ba77eec463c8,attack-pattern--b327a9c0-e709-495c-aa6e-00b042136e2b,mobile
relationship--38f96449-dfb1-49db-b0d0-f257c3ee2c5d,uses,malware--3271c107-92c4-442e-9506-e76d62230ee8,attack-pattern--c6421411-ae61-42bb-9098-73fddb315002,mobile
relationship--395cb6b2-0848-43c7-ac4a-617e103fb66a,uses,malware--f3975cc0-72bc-4308-836e-ac701b83860e,attack-pattern--2282a98b-5049-4f61-9381-55baca7c1add,mobile
relationship--39b854c1-5906-4d14-a0bc-1242c3eaa5b0,subtechnique-of,attack-pattern--24a77e53-0751-46fc-b207-99378fb35c08,attack-pattern--fc53309d-ebd5-4573-9242-57024ebdad4f,mobile
relationship--3a13ea43-f3d7-4b12-93fa-65eb44d02b5e,uses,malware--6ceb0644-0ae9-4ee1-a659-3888687cb03b,attack-pattern--32063d7f-0a39-440d-a4a3-2694488f96cc,mobile
relationship--3a282967-0536-474d-8831-30cd60b818a9,uses,malware--ec13d292-6d8d-4c7a-b07c-a2bd2402569a,attack-pattern--351ddf79-2d3a-41b4-9bef-82ea5d3ccd69,mobile
relationship--3a5dee7b-92a2-4382-aa02-2c14d0b82010,uses,malware--3049b2f2-e323-4cdb-91cb-13b37b904cbb,attack-pattern--45a5fe76-eda3-4d40-8f22-c186efd6278d,mobile
relationship--3a7d4872-2bfb-4df3-ad53-91c8229b9b41,uses,campaign--a82bc5ad-5f95-4c6a-9f25-aaf6f476a3c4,attack-pattern--d13fa042-8f26-44e1-a2a8-af0bf8e2ac9a,mobile
relationship--3a8fea40-69ba-4cfe-b577-c3112a60887a,mitigates,course-of-action--653492e3-27be-4a0e-b08c-938dd2b7e0e1,attack-pattern--39dd7871-f59b-495f-a9a5-3cb8cc50c9b2,mobile
relationship--3abc80ad-4ea0-4e91-a170-f040469c2083,uses,malware--dfdac962-9461-47f0-a212-36dfce2a97e6,attack-pattern--d8940e76-f9c1-4912-bea6-e21c251370b6,mobile
relationship--3ac8d515-8b04-4502-b0fe-b8d7d9fc410a,subtechnique-of,attack-pattern--337e1136-a6d3-4465-a5c5-fdc658117747,attack-pattern--11c2c2b7-1fd4-408f-bc2e-fe772ef9df5e,mobile
relationship--3acbaa64-fb6e-4c26-ada4-1aab88798265,uses,malware--ddbe5657-e21e-4a89-8221-2f1362d397ec,attack-pattern--2282a98b-5049-4f61-9381-55baca7c1add,mobile
relationship--3b0cb886-dabc-4622-b91f-3851e2a71bf2,uses,malware--d05f7357-4cbe-47ea-bf83-b8604226d533,attack-pattern--2282a98b-5049-4f61-9381-55baca7c1add,mobile
relationship--3b55245d-6a26-4ecd-8f2f-305f8dbd572c,uses,malware--bf064476-25b8-493c-a1e7-dd707b3f7f52,attack-pattern--20b0931a-8952-42ca-975f-775bad295f1a,mobile
relationship--3bcd5bc8-4998-4f71-85d6-27f0cb22e895,uses,campaign--d0695b5f-b761-49e0-b3e3-2e5307f8def3,attack-pattern--99e6295e-741b-4857-b6e5-64989eb039b4,mobile
relationship--3bf4b093-a1a3-48da-9236-bce9514765eb,mitigates,course-of-action--649f7268-4c12-483b-ac84-4b7bca9fe2ee,attack-pattern--b1c95426-2550-4621-8028-ceebf28b3a47,mobile
relationship--3bf5a566-986b-478c-b2da-e57caf261378,uses,malware--3049b2f2-e323-4cdb-91cb-13b37b904cbb,attack-pattern--351c0927-2fc1-4a2c-ad84-cbbee7eb8172,mobile
relationship--3c0b0763-78d2-4d6e-8e57-b4f27af7e414,mitigates,course-of-action--bcecd036-f40e-4916-9f8e-fd0ccf0ece8d,attack-pattern--46d818a5-67fa-4585-a7fc-ecf15376c8d5,mobile
relationship--3c291ee5-1782-4e5b-8131-5188c7388f45,uses,malware--936be60d-90eb-4c36-9247-4b31128432c4,attack-pattern--d4536441-1bcc-49fa-80ae-a596ed3f7ffd,mobile
relationship--3c3c957e-7a23-4801-9f6a-ba599ad727d7,uses,malware--3a913bac-4fae-4d0e-bca8-cae452f1599b,attack-pattern--99e6295e-741b-4857-b6e5-64989eb039b4,mobile
relationship--3c43d125-6719-420e-bb69-878cc91c2474,uses,malware--838f647e-8ff8-48bd-bbd5-613cee7736cb,attack-pattern--3775a580-a1d1-46c4-8147-c614a715f2e9,mobile
relationship--3c4ea7a5-251c-4d10-a724-f4a247f44637,uses,malware--5b5d1e6c-e7de-4b46-ab8f-8556e8745927,attack-pattern--d13fa042-8f26-44e1-a2a8-af0bf8e2ac9a,mobile
relationship--3c57ee56-34bc-4f0c-b363-68dab3e5e7b3,uses,malware--05c4f87c-be8f-46ea-8d9a-2a0aad8f52c1,attack-pattern--114fed8b-7eed-4136-8b9c-411c5c7fff4b,mobile
relationship--3c6776b9-258c-460c-b4b4-ea1a1453e5c5,uses,malware--2cf00c5a-857d-4cb6-8f03-82f15bee0f6f,attack-pattern--99e6295e-741b-4857-b6e5-64989eb039b4,mobile
relationship--3c874ffa-63c3-491f-8d8c-623b19a7fdad,uses,malware--366c800f-97a8-48d5-b0a6-79d00198252a,attack-pattern--1d1b1558-c833-482e-aabb-d07ef6eae63d,mobile
relationship--3c90dc4c-8156-49ae-8144-76526268a6c1,uses,malware--feae299d-e34f-4fc9-8545-486d0905bd41,attack-pattern--9c049d7b-c92a-4733-9381-27e2bd2ccadc,mobile
relationship--3ca284e7-062c-4f23-b95d-9f9c6a2d882a,uses,malware--f082fc59-0317-49cf-971f-a1b6296ebb52,attack-pattern--c6421411-ae61-42bb-9098-73fddb315002,mobile
relationship--3ca453a4-bd78-4087-a93f-9261fb2e3f00,uses,malware--838f647e-8ff8-48bd-bbd5-613cee7736cb,attack-pattern--198ce408-1470-45ee-b47f-7056050d4fc2,mobile
relationship--3d24d88e-a0ab-42c6-8e8f-11f721082bba,uses,malware--93799a9d-3537-43d8-b6f4-17215de1657c,attack-pattern--351c0927-2fc1-4a2c-ad84-cbbee7eb8172,mobile
relationship--3d5a1472-4042-49a4-8b66-7ff1fcfee92c,uses,intrusion-set--44d37b89-a739-4810-9111-0d2617a8939b,attack-pattern--defc1257-4db1-4fb3-8ef5-bb77f63146df,mobile
relationship--3d5f7bdf-ab59-48f9-89d5-23f9d8cd235b,uses,malware--c6abcaf8-1765-41f8-9fe5-03d42fd0f6c0,attack-pattern--6683aa0c-d98a-4f5b-ac57-ca7e9934a760,mobile
relationship--3dc016c9-fd28-4e02-899a-8f2b54a5d2ff,uses,intrusion-set--381fcf73-60f6-4ab2-9991-6af3cbc35192,attack-pattern--a126c117-54e4-4b93-9e4f-72cc964e6760,mobile
relationship--3dd0cd4d-bcde-4105-b98e-b32add191083,uses,malware--c19cfc89-5ac6-4d2d-a236-70d2b32e007c,attack-pattern--32063d7f-0a39-440d-a4a3-2694488f96cc,mobile
relationship--3dff770d-9627-4647-b945-7f24a97b2273,mitigates,course-of-action--649f7268-4c12-483b-ac84-4b7bca9fe2ee,attack-pattern--d1f1337e-aea7-454c-86bd-482a98ffaf62,mobile
relationship--3e11a61b-14b3-4268-a6dd-937d4baef6de,uses,malware--15d78a95-af6a-4b06-8dae-76bedb0ec5a1,attack-pattern--6683aa0c-d98a-4f5b-ac57-ca7e9934a760,mobile
relationship--3e2474d3-f36d-4193-92f6-273296befdd3,mitigates,course-of-action--653492e3-27be-4a0e-b08c-938dd2b7e0e1,attack-pattern--9ef05e3d-52db-4c12-be4f-519214bbe91f,mobile
relationship--3e2b9dc1-5da0-46a1-a576-4b41a10f3a60,uses,malware--a993495c-9813-4372-b9ec-d168c7f7ec0a,attack-pattern--e0b9ecb8-a7d1-43c7-aa30-8e19c6a92c86,mobile
relationship--3e3cad6c-dd73-43c9-bf99-d4796ba97fb1,uses,intrusion-set--bef4c620-0787-42a8-a96d-b7eb6e85917c,malware--56660521-6db4-4e5a-a927-464f22954b7c,mobile
relationship--3e5b5c7a-32e1-4745-8ceb-c46ce7276364,uses,malware--4b53eb01-57d7-47b4-b078-22766b002b36,attack-pattern--d2e112dc-f6d4-488d-b8df-ecbfb57a0a2d,mobile
relationship--3ebcd3d8-dd8e-4cc9-8087-ce9e93df6f56,mitigates,course-of-action--0beabf44-e8d8-4ae4-9122-ef56369a2564,attack-pattern--702055ac-4e54-4ae9-9527-e23a38e0b160,mobile
relationship--3ebdc17d-401e-4f6a-af51-2dc57437b817,mitigates,course-of-action--0beabf44-e8d8-4ae4-9122-ef56369a2564,attack-pattern--6c49d50f-494d-4150-b774-a655022d20a6,mobile
relationship--3ec30b37-1db2-4048-9dd9-22d863f034bb,uses,intrusion-set--7f848c02-4d1e-4808-a4ae-4670681370a9,attack-pattern--defc1257-4db1-4fb3-8ef5-bb77f63146df,mobile
relationship--3ee5c123-416f-4d02-920d-ce44be7f11a5,uses,malware--1393fb21-d09f-4ce8-96cf-1bcc9881765f,attack-pattern--198ce408-1470-45ee-b47f-7056050d4fc2,mobile
relationship--3efe7dcc-a572-45ac-aff2-2932206a0632,uses,malware--c0efbaae-9e7d-4716-a92d-68373aac7424,attack-pattern--e0b9ecb8-a7d1-43c7-aa30-8e19c6a92c86,mobile
relationship--3f2daf2e-c28c-46cd-bf91-ae35e873f365,uses,malware--6a7aaab1-3e0a-48bb-ba66-bbf7665c0a65,attack-pattern--ab7400b7-3476-4776-9545-ef3fa373de63,mobile
relationship--3f31b209-dbc7-4c7e-bb0a-e37801121c13,uses,malware--c91cec55-634c-4670-ba10-2dc7ceb28e98,attack-pattern--3775a580-a1d1-46c4-8147-c614a715f2e9,mobile
relationship--3f392718-87c4-483b-b89f-4f0cc056d251,uses,malware--29944858-da52-4d3d-b428-f8a6eb8dde6f,attack-pattern--e2ea7f6b-8d4f-49c3-819d-660530d12b77,mobile
relationship--3f47f048-badd-4476-8534-d06e20c02ec6,uses,malware--15d78a95-af6a-4b06-8dae-76bedb0ec5a1,attack-pattern--2282a98b-5049-4f61-9381-55baca7c1add,mobile
relationship--3f81a680-3151-4608-b83f-550756632013,uses,malware--29944858-da52-4d3d-b428-f8a6eb8dde6f,attack-pattern--d4536441-1bcc-49fa-80ae-a596ed3f7ffd,mobile
relationship--3f973c3c-45f8-432a-9859-e8749f2e7418,uses,malware--93799a9d-3537-43d8-b6f4-17215de1657c,attack-pattern--702055ac-4e54-4ae9-9527-e23a38e0b160,mobile
relationship--3fcd2177-2030-4781-bd19-8b9fa8c6e645,uses,intrusion-set--afec6dc3-a18e-4b62-b1a4-5510e1a498d1,attack-pattern--6683aa0c-d98a-4f5b-ac57-ca7e9934a760,mobile
relationship--3fd2785f-f0eb-4aa9-8a10-e1c9a88b372a,uses,malware--aecc0097-c9f8-4786-9b39-e891ff173f54,attack-pattern--4c58b7c6-a839-4789-bda9-9de33e4d4512,mobile
relationship--3fdb8bfb-1b2d-4fac-bb41-d26a5ad18dbb,uses,malware--2cf00c5a-857d-4cb6-8f03-82f15bee0f6f,attack-pattern--32063d7f-0a39-440d-a4a3-2694488f96cc,mobile
relationship--4009ff40-4616-4b1c-bff9-599e52ccab37,uses,malware--c19cfc89-5ac6-4d2d-a236-70d2b32e007c,attack-pattern--e0b9ecb8-a7d1-43c7-aa30-8e19c6a92c86,mobile
relationship--4088b31b-d542-4935-84b4-82b592159591,uses,malware--363bc05d-13cb-4e98-a5b7-e250f2bbdc2b,attack-pattern--702055ac-4e54-4ae9-9527-e23a38e0b160,mobile
relationship--40c9adb5-9d1a-4f51-8ef2-a80c2d78e4e4,mitigates,course-of-action--649f7268-4c12-483b-ac84-4b7bca9fe2ee,attack-pattern--9ef05e3d-52db-4c12-be4f-519214bbe91f,mobile
relationship--40f30137-4db9-4596-b4c7-a12f1497fd92,uses,malware--007ebf84-4e14-44c7-a5aa-151d5de85320,attack-pattern--16d73b64-5681-4ea0-9af4-4ad86f7c96e8,mobile
relationship--4159bc09-ddf3-4d88-9bf0-853ace9c8151,uses,malware--5aff44ab-5a41-49bb-b5d1-b4876d0437f4,attack-pattern--dfe29258-ce59-421c-9dee-e85cb9fa90cd,mobile
relationship--418168ad-fee9-42c8-ac27-11f7472a5f86,uses,malware--3049b2f2-e323-4cdb-91cb-13b37b904cbb,attack-pattern--2282a98b-5049-4f61-9381-55baca7c1add,mobile
relationship--41b7cdc1-0b0a-49da-b694-774c22e6cd27,uses,malware--1393fb21-d09f-4ce8-96cf-1bcc9881765f,attack-pattern--99e6295e-741b-4857-b6e5-64989eb039b4,mobile
relationship--41da5845-a1a8-4d10-8929-053be3496396,uses,malware--6fcaf9b0-b509-4644-9f93-556222c81ed2,attack-pattern--32063d7f-0a39-440d-a4a3-2694488f96cc,mobile
relationship--4220ec84-3c30-462b-9bad-4fb4de42cfd4,mitigates,course-of-action--653492e3-27be-4a0e-b08c-938dd2b7e0e1,attack-pattern--ec4c4baa-026f-43e8-8f56-58c36f3162dd,mobile
relationship--42342d72-a37c-477e-b8f1-1768273fcb7f,mitigates,course-of-action--653492e3-27be-4a0e-b08c-938dd2b7e0e1,attack-pattern--73c26732-6422-4081-8b63-6d0ae93d449e,mobile
relationship--42510b9a-7e72-4a52-bc7a-6e1a7ebacff7,uses,malware--2cf00c5a-857d-4cb6-8f03-82f15bee0f6f,attack-pattern--114fed8b-7eed-4136-8b9c-411c5c7fff4b,mobile
relationship--42536c96-ae61-41ab-a1bf-3e7d126a4000,subtechnique-of,attack-pattern--c6e17ca2-08b5-4379-9786-89bd05241831,attack-pattern--670a4d75-103b-4b14-8a9e-4652fa795edd,mobile
relationship--42624ee9-1bf5-46aa-87d0-9fda0de9a06e,uses,malware--037f44f0-0c07-4c7f-b40e-0325b5b228a9,attack-pattern--6ffad4be-bfe0-424f-abde-4d9a84a800ad,mobile
relationship--4267ebfa-d932-4949-9d7f-8e183f51f2d9,uses,malware--5aff44ab-5a41-49bb-b5d1-b4876d0437f4,attack-pattern--9ef14445-6f35-4ed0-a042-5024f13a9242,mobile
relationship--429a4b02-f774-4b1e-aaef-5fd9c654dd09,uses,intrusion-set--afec6dc3-a18e-4b62-b1a4-5510e1a498d1,attack-pattern--e1c912a9-e305-434b-9172-8a6ce3ec9c4a,mobile
relationship--42ae42eb-ea75-457a-bf39-4ea04304dd0b,uses,malware--20d56cd6-8dff-4871-9889-d32d254816de,attack-pattern--a8e971b8-8dc7-4514-8249-ae95427ec467,mobile
relationship--42f8d024-64a7-4bbf-8c05-2b0c7e667396,uses,malware--a76b837b-93cc-417d-bf28-c47a6a284fa4,attack-pattern--d13fa042-8f26-44e1-a2a8-af0bf8e2ac9a,mobile
relationship--430b2b14-9d63-401c-b76b-d0247ee7e27b,uses,malware--dfdac962-9461-47f0-a212-36dfce2a97e6,attack-pattern--73c26732-6422-4081-8b63-6d0ae93d449e,mobile
relationship--433af79b-ce77-4a4c-84f7-6cdc34e70674,uses,malware--9cd72f5c-bec0-4f7e-bb6d-296937116291,attack-pattern--c6421411-ae61-42bb-9098-73fddb315002,mobile
relationship--433ba5b0-76eb-49e1-a2ed-e54994e94041,uses,malware--35aae10a-97c5-471a-9c67-02c231a7a31a,attack-pattern--d4536441-1bcc-49fa-80ae-a596ed3f7ffd,mobile
relationship--437f719c-d602-4cb8-a2b9-c33e85ad7c50,uses,malware--037f44f0-0c07-4c7f-b40e-0325b5b228a9,attack-pattern--e0b9ecb8-a7d1-43c7-aa30-8e19c6a92c86,mobile
relationship--43a62244-29f1-4f7f-bc9f-9b7b8e488b38,uses,malware--6146be90-470c-4049-bb3a-9986b8ffb65b,attack-pattern--d1f1337e-aea7-454c-86bd-482a98ffaf62,mobile
relationship--43af5696-ac4d-4618-9da9-0784b8f7e433,uses,malware--24c8f6db-71e0-41ef-a1dc-83399a5b17e5,attack-pattern--e0b9ecb8-a7d1-43c7-aa30-8e19c6a92c86,mobile
relationship--43eeee7f-339a-4f6e-9df3-ccbf08ecf358,uses,malware--007ebf84-4e14-44c7-a5aa-151d5de85320,attack-pattern--198ce408-1470-45ee-b47f-7056050d4fc2,mobile
relationship--442dd700-2d7d-4cad-8282-9027e4f69133,mitigates,course-of-action--0beabf44-e8d8-4ae4-9122-ef56369a2564,attack-pattern--498e7b81-238d-404c-aa5e-332904d63286,mobile
